Hid,State,City,Category,Alcohol,Hotel Name,Address,Start Date,Expiry Date,Total Rooms
611,Kerala,Ernakulam,4 Star,With Alcohol,PARAY RESIDENCY ,"PARAY RESIDENCY TB ROAD MUVATTUPUZHA ERNAKULAM, KERALA ",23/02/2022,22/02/2027,24
612,Kerala,Ernakulam,4 Star,With Alcohol,POLAKULATH KARTHIKA REGENCY ,"34 - 1648 A,Edappally ,Cochin - 682024 ",30/03/2020,29/03/2025,10
613,Kerala,Ernakulam,4 Star,With Alcohol,The Killians Boutique Hotel,"P .O. Box No. 22, River Road, Fort Kochi, Ernakulam",1/7/2019,30/06/2024,21
614,Kerala,Ernakulam,4 Star,With Alcohol,The Renai Cochin (Formerly Known as Renaissance Cochin ),"Palarivattom,Cochin",19/12/2019,18/12/2024,48
615,Kerala,Ernakulam,4 Star,With Alcohol,tHE VILLAGE INN,"CHERANGANAL JUNCTION,KOTTAPPADY,ERNAKULAM DIST",29/05/2019,28/05/2024,11
616,Kerala,Ernakulam,4 Star,With Alcohol,VKG Group Holiday Hotel,"Devaswom Nada, Munambam Road, Cherai P O, Ernakulam",7/4/2020,6/4/2025,19
617,Kerala,Guruvayoor,4 Star,With Alcohol,Polakulaths Sree Krishna Regency ,"XIX-163-1 to 5,XIX-136,137,138, East Nada, Opposite Private Bus Stand, Guruvayur, Kerala. Guruvayoor Guruvayoor",9/3/2021,8/3/2026,34
618,Kerala,Idduki,4 Star,With Alcohol,SPICE VILLAGE,"Kumily Road, Thekkady - 685 509. Kerala, India",25/07/2019,24/07/2024,52
619,Kerala,Idukki,4 Star,With Alcohol,Alanta Residency ,"Muttom P.O,Thodupuzha,Idukki Idukki Idukki ",30/07/2019,29/07/2024,17
620,Kerala,Idukki,4 Star,With Alcohol,HOTEL JOANCE REGENCY,"NEAR KSRTC BUS STAND, THODUPUZHA",2/8/2019,1/8/2024,13
621,Kerala,Idukki,4 Star,With Alcohol,HOTEL KUMILY GATE,"KUMILY.P.O, THEKKADY, IDUKKI DISTRICT",24/12/2018,23/12/2023,16
622,Kerala,Idukki,4 Star,With Alcohol,MATHA REGENCY (A UNIT OF MATHA TOURIST HOME),"ADIMALI, IDUKKI DISTRICT",24/12/2018,23/12/2023,19
623,Kerala,Kannur,4 Star,With Alcohol,"BROAD BEAN, KANNUR","CENTRAL BUS TERMINAL COMPLEX, THAVAKKARA, KANNUR DISTRICT.",12/5/2020,11/5/2025,17
624,Kerala,Kannur,4 Star,With Alcohol,Hotel Samrat,"Court Road, Taliparamba P O, Kannur",2/12/2019,1/12/2024,27
625,Kerala,Kannur,4 Star,With Alcohol,J.K Residency,"Kelakam, Kelakam P O, Kannur",1/7/2019,30/06/2024,19
626,Kerala,Kasaragod,4 Star,With Alcohol,HOTEL HIGHWAY CASTLE,"Nullipaddy,Near Govt. Ayurveda Hospital, Kasaragod.",30/03/2022,29/03/2027,17
627,Kerala,Kasaragod,4 Star,With Alcohol,J.K Residency,"Cheruvathur, Cheruvathur PO, Kasargod Dist.",25/04/2019,24/04/2024,19
628,Kerala,KASARGOD,4 Star,With Alcohol,SREE GOKULAM NALANDA RESORTS (A UNIT OF SREE GOKULAM HOTELS INDIA PVT . LTD),"NH 17, NILESHWAR P O , KASARGOD",23/06/2022,22/06/2027,20
629,Kerala,Kochi,4 Star,With Alcohol,Broad Bean Hotel,"Opposite KSEB,N.H Bypass,Vytila",7/1/2022,6/1/2027,47
630,Kerala,Kochi,4 Star,With Alcohol,Elite Tourist Home,"PARAMARA ROAD,KOCHI ,KERALA STATE Kochi",11/2/2019,10/2/2024,22
631,Kerala,Kochi,4 Star,With Alcohol,THE AVENUE REGENT,"62-1807, M G ROAD, ERNAKULAM",4/10/2019,3/10/2024,54
632,Kerala,Kochi,4 Star,With Alcohol,Yuvarani Residency,"[A Unit of Ranimatha Arcade ] Jos Junction, M.G.Road,Ernakulam",24/07/2019,23/07/2024,38
633,Kerala,Kodungallur,4 Star,With Alcohol,Hotel Park Residency,"Chandapura, Kodungallur, Thrissur",30/03/2020,29/03/2025,11
634,Kerala,Kollam,4 Star,With Alcohol,All Season Backwater Resort,"All Season Backwater Resort, Near Thevally Bridge, Kadavoor, Mathilil P.O, Kollam",1/7/2019,30/06/2024,19
635,Kerala,Kollam,4 Star,With Alcohol,HARISREE RESIDENCY,"PERUMPUZHA P O, KUNDARA",29/04/2019,28/04/2024,16
636,Kerala,Kollam,4 Star,With Alcohol,Hotel Ambalakkara Regency,"Pulamon P O, Kottarakkara, Kollam",25/04/2019,24/04/2024,16
637,Kerala,Kollam,4 Star,With Alcohol,Hotel Hillway,"Main Road, Kadakkal P.O., Kollam (Dist.)",22/12/2020,21/12/2025,10
638,Kerala,Kollam,4 Star,With Alcohol,HOTEL KAVERY ,"MUKKADA, KUNDARA,KOLLAM",29/04/2019,28/04/2024,11
639,Kerala,Kollam,4 Star,With Alcohol,HOTEL LEKSHMI,"HOTEL LEKSHMI, PARIPALLY P O, KOLLAM",25/04/2019,24/04/2024,11
640,Kerala,Kollam,4 Star,With Alcohol,HOTEL NILA PALACE ,"CHEERANCAVU,EZHUKONE,KOLLAM",19/02/2021,18/02/2026,19
641,Kerala,Kollam,4 Star,With Alcohol,HOTEL PANACEA VENTURES ,"KSRTC JUNCTION, PUNALUR, KOLLAM DISTRICT Kollam",19/03/2019,18/03/2024,22
642,Kerala,Kollam,4 Star,With Alcohol,HOTEL RAJ REGENCY,"MC ROAD, NILAMEL, NILAMEL PO, KOLLAM DISTRICT, KERALA, PIN-691535",26/12/2018,25/12/2023,22
643,Kerala,Kollam,4 Star,With Alcohol,Hotel Raj Residency,"N H 66,Kalluvathukkal,Kollam(Dist.).",19/04/2021,18/04/2026,22
644,Kerala,Kollam,4 Star,With Alcohol,HOTEL REGANT LAKE PALACE ,"PUTHENTHURA P.O, NEENDAKARA, KOLLAM, KERALA",19/02/2021,18/02/2026,26
645,Kerala,Kollam,4 Star,With Alcohol,HOTEL SAMUDRA,"MARKET JUNCTION, KOTTARAKARA P O ",5/12/2019,4/12/2024,11
646,Kerala,Kollam,4 Star,With Alcohol,HOTEL SHILPA REGENCY (A UNIT OF SILPA HOSPITALITY PVT. LTD.),"M.C Road, Inchakkad, Mylom P.O, Kottarakkara,Kollam",19/08/2020,18/08/2025,12
647,Kerala,Kollam,4 Star,With Alcohol,KAVERI INTERNATIONAL,"PUTHENKULAM P O , PARAVUR , KOLLAM",25/04/2019,24/04/2024,14
648,Kerala,Kollam,4 Star,With Alcohol,Madathil Regency,"Kottiyam, Kollam Dist, Kerala ",2/8/2019,1/8/2024,21
649,Kerala,Kollam,4 Star,With Alcohol,ROYALKALLADA RESIDENCY,"EAST KALLADA, KOLLAM",11/7/2019,10/7/2024,20
650,Kerala,Kottayam,4 Star,With Alcohol,Emerald Regency,"Vakathanam P.O.,Njaliakuzhy Jn., Kottayam ",11/12/2018,10/12/2023,22
651,Kerala,Kottayam,4 Star,With Alcohol,Hotel Arcadia,"T.B.Road, Kottaym",18/11/2019,17/11/2024,37
652,Kerala,Kottayam,4 Star,With Alcohol,HOTEL SANYO,"KURUVILANGAD.P.O, KOTTAYAM ",6/8/2019,5/8/2024,10
653,Kerala,Kottayam,4 Star,With Alcohol,Hotel Sears Private Limited,"M C Road, Nagampadam, Kottayam",24/07/2019,23/07/2024,11
654,Kerala,Kottayam,4 Star,With Alcohol,SAKTHI TOURIST HOME,"BAKER JUNCTION, KOTTAYAM",11/10/2019,10/10/2024,23
655,Kerala,Kottayam,4 Star,With Alcohol,Windsor Castle,"(A Unit of St.Mary's Hotels Pvt Ltd), M.C Road, Kodimatha,Kottayam-District, Kerala-State,Pin- 686013",22/02/2022,21/02/2027,56
656,Kerala,Kottayam,4 Star,With Alcohol,Zodiac Heritage,"Companykada Road, Mundakayam",24/07/2019,23/07/2024,10
657,Kerala,Kumarakom,4 Star,With Alcohol,Taj Kumarakom Resort and Spa,"Kavanattinkara, Kumarakom, Kottayam Kumarakom",15/03/2022,14/03/2027,28
658,Kerala,Malappuram,4 Star,With Alcohol,HOTEL DEVALOKAM,"Ponani Road,Edappal-Post,Malappuram-Distict,Kerala-State",22/09/2021,21/09/2026,12
659,Kerala,Malappuram,4 Star,With Alcohol,MALABAR HERITAGE [KMA Resorts Pvt Ltd],"Building No,34- 216,217,218. 4Th Stage By Pass, Manjeri",22/09/2021,21/09/2026,18
660,Kerala,Malappuram,4 Star,With Alcohol,NIRMALLYAM RESIDENCY HOTELS PRIVATE LIMITED,"CHANGARAMKULAM, P.O.ALAMKODE, MALAPPURAM DISTRICT",25/04/2019,24/04/2024,21
661,Kerala,Muvattupuzha,4 Star,With Alcohol,Hotel Central Fort,"Green Seven Hotels Private Limited,Vazhakulam(Post),Muvattupuzha.Ernakulam(Dist.).",5/4/2019,4/4/2024,10
662,Kerala,Muvattupuzha,4 Star,With Alcohol,HOTEL KABANI INTERNATIONAL,"Near Private Bus Stand, Thodupuzha Road, Muvattupuzha, Ernakulam Dist,",22/02/2022,21/02/2027,13
663,Kerala,Muvattupuzha,4 Star,With Alcohol,HOTEL NARENDRA CENTRAL,"HOTEL NARENDRA CENTRAL, NEAR KSRTC BUS STATION, M C ROAD, MOOVATTUPUZHA 686661",17/07/2018,16/07/2023,10
664,Kerala,Palai,4 Star,With Alcohol,Armani Residency,"Ramapuram, Pala, Kottayam",20/03/2019,19/03/2024,12
665,Kerala,Palai,4 Star,With Alcohol,MAREENA TOURIST HOME,"Erattupetta, Kottayam (DT),Kerala ",11/2/2019,10/2/2024,11
666,Kerala,Perumbavoor,4 Star,With Alcohol,Aarya Palace,"M.C.Road, Pulluvazhy ,Perumbavoor,Ernakulam Dist.",2/12/2019,1/12/2024,16
667,Kerala,Perumbavoor,4 Star,With Alcohol,JAIRAJ LODGE,"Perumbavoor P O, Ernakulam ",8/3/2020,7/3/2025,10
668,Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL CLASSIC AVENUE,"HOTEL CLASSIC AVENUE, T.C 25-1744(1), MANJALIKULAM ROAD, THAMPANOOR, THIRUVANATHAPURAM -695001",11/2/2021,10/2/2026,60
669,Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL DOUBLOON,"KALLAMBALAM, TRIVANDRUM",29/12/2020,28/12/2025,29
670,Kerala,Thiruvananthapuram,4 Star,With Alcohol,Hotel Karthika Residency ,"Karette, Vamanapuram P O , Thiruvanthapuram, Kerala, Pin - 695606",29/12/2020,28/12/2025,12
671,Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL LIBRA,"PAZHAYA ROAD, MEDICAL COLLEGE .P.O, TRIVANDRUM Thiruvananthapuram",22/12/2020,21/12/2025,22
672,Kerala,Thiruvananthapuram,4 Star,With Alcohol,Hotel Maurya Rajadhani,"GH Road, Statue, Trivandrum",18/09/2018,17/09/2023,39
673,Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL NEW INDRAPRASTHA,"KILIMANOOR PO, THIRUVANANTHAPURAM",28/08/2020,27/08/2025,22
674,Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL ROHINI INTERNATIONAL,"HOTEL ROHINI INTERNATIONAL, VITHURA P.O., ",28/12/2018,27/12/2023,11
675,Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL SAVITHRI,"CHIRAYINKEEZHU ROAD , ATTINGAL, KERALA",30/07/2019,29/07/2024,15
676,Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL SOORYA,"PALACE ROAD, ATTINGAL, TRIVANDRUM",29/12/2020,28/12/2025,11
677,Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL SREEPADMANABHA,"BALARAMAPURAM, TRIVANDRUM",6/8/2019,5/8/2024,18
678,Kerala,Thiruvananthapuram,4 Star,With Alcohol,SP GRAND DAYS,"PANAVILA JUNCTION, THYCAUD P O, THIRUVANANTHAPURAM",23/09/2020,22/09/2025,73
679,Kerala,Thiruvananthapuram,4 Star,With Alcohol,SREEVALSAM RESIDENCY ,"M C ROAD,VEMBAYAM ,TRIVANDRUM",14/09/2020,13/09/2025,17
680,Kerala,Thiruvananthapuram,4 Star,With Alcohol,SURENDRA TRIDENT HOTEL,"VATTIYOORKAVU, TRIVANDRUM - 695013",23/06/2022,22/06/2027,11
681,Kerala,Thiruvananthapuram,4 Star,With Alcohol,THE RESIDENCY TOWER,"PRESS ROAD, TRIVANDRUM",16/09/2020,15/09/2025,48
682,Kerala,Thiruvananthapuram,4 Star,With Alcohol,VAKKOM PALAZZO,"Hotel Vakkom Palazzo VP221A, Panayil Kadavu Road, Vakkom P.O, Chiranyinkeezhu Taluk, Thiruvananthapuram. Pin: 695308 ",2/1/2019,1/1/2024,24
683,Kerala,Thiruvananthapuram,4 Star,With Alcohol,WINDSOR RAJADHANI,"(A UNIT OF RAJADHANI HOTELS PVT. LTD), T.C.No.5-2396(1, 2 & 3), Toll Junction, Kawdiar, Thiruvananthapuram - 695003",2/12/2019,1/12/2024,52
684,Kerala,Thrissur,4 Star,With Alcohol,ATHIRAPPILLY RESIDENCY HOTELS INDIA PRIVATE LIMITED,"Athirappilly Road, Pariyaram PO, Chalakudy,",30/07/2019,29/07/2024,20
685,Kerala,Thrissur,4 Star,With Alcohol,Chand V Regency,"Kaipamangalam,Thrissur",12/12/2019,11/12/2024,17
686,Kerala,Thrissur,4 Star,With Alcohol,CHERUTHURUTHY ECO GARDENS,"A UNIT OF PEPCO RESORTS PRIVATE LIMITED, CHERUTHURUTHY.P.O, THRISSUR ",30/03/2020,29/03/2025,47
687,Kerala,Thrissur,4 Star,With Alcohol,Hotel Anupama Legacy,"Main Road, Mala, Thrissur Dist, Thrissur",31/07/2019,30/07/2024,10
688,Kerala,Thrissur,4 Star,With Alcohol,HOTEL LUCIYA PALACE,"A Unit of Kanichais Enterprises, Marrar Road, Thrissur District â€“ 680 001 ",8/4/2020,7/4/2025,32
689,Kerala,Thrissur,4 Star,With Alcohol,Mamatha Motels,"Kechery-Post, Thrissur-Dist,Kerala",8/3/2020,7/3/2025,11
690,Kerala,Thrissur,4 Star,With Alcohol,Niya Regency,"Kanjani Road, Chettupuzha .P.O Olarikkara ",23/08/2021,22/08/2026,20
691,Kerala,Wayanad,4 Star,With Alcohol,Hotel Manasasaras,"Thalassery Road, Mananthavady, Wayand",12/1/2019,11/1/2024,12
692,Maharashtra,Mumbai,4 Star,With Alcohol,Courtyard By Marriott Mumbai International Airport ( Unit of Kanakia Hotels And Resorts Pvt Ltd. ) ,"Courtyard By Marriott Mumbai International Airport ,CTS NO 215, Andheri Kurla Road, Andheri ( E), Mumbai Mumbai Mumbai Mumbai",7/12/2022,6/12/2027,299
693,Maharashtra,Mumbai,4 Star,With Alcohol,Fariyas Hotel Mumbai,"25, Off Arthur Bunder Road, Colaba",22/01/2020,21/01/2025,93
694,Maharashtra,Mumbai,4 Star,With Alcohol,Hotel Kohinoor Continental,"J B Nagar, Andheri Kurla Road, Andheri East, Mumbai ",10/12/2018,9/12/2023,137
695,Maharashtra,Mumbai,4 Star,With Alcohol,HOTEL SAHIL PVT. LTD.,"292, J. B. BEHRAM MARG, MUMBAI CENTRAL, ",17/12/2018,16/12/2023,88
696,Maharashtra,Mumbai,4 Star,With Alcohol,HOTEL TRANSIT PVT. LTD. (T24 RESIDENCY),"CHURCH ROAD, NEAR AIRPORT ROAD METRO STATION, MAROL, ANDHERI EAST, MUMBAI -400059",22/02/2022,21/02/2027,55
697,Maharashtra,Mumbai,4 Star,With Alcohol,Peninusla Grand Hotel,"Sakinaka Junction, Lokmanya Tilak Nagar, Andheri East, Mumbai, Maharashtra ",10/4/2019,9/4/2024,81
698,Maharashtra,Mumbai,4 Star,With Alcohol,Ramee Guestline Hotel,"Plot No.3, Kohinoor Road, Dadar (East), Mumbai - 400014",2/8/2019,1/8/2024,58
699,Maharashtra,Mumbai,4 Star,With Alcohol,Ramee Guestline Hotel,"462,A.b Nair Road, Juhu",19/08/2019,18/08/2024,89
700,Maharashtra,Mumbai,4 Star,With Alcohol,THE SHALIMAR HOTEL,"AUGUST KRANTI MARG, KEMPS CORNER, MUMBAI-400036",7/12/2022,6/12/2027,60
701,Maharashtra,Mumbai,4 Star,With Alcohol,"Trident, Bandra Kurla","C-56, 'G' Block, Bandra Kurla Complex, Mumbai ",27/07/2020,26/07/2025,436
702,Maharashtra,Nashik,4 Star,With Alcohol,COURTYARD MARRIOTT,"S.NO. 514A1+21TO191, PLOT NO. 1+2+5+6+7+8+9, NEAR WOCKHARDT HOSPITAL, MUMBAI NAK, MUMBAI AGRA HIGHWAY, VILLAGE NASHIK, TALUKA & DIST. NASHIK 422011",17/11/2022,16/11/2027,113
703,Maharashtra,Navi Mumbai,4 Star,With Alcohol,Apeejay Surrendra Park Hotels Limited,"Plot No. 1, Sector 10, CBD Belapur, Navi Mumbai 400614",15/05/2019,14/05/2024,80
704,Maharashtra,Navi Mumbai,4 Star,With Alcohol,"Ramada Navi Mumbai,Saikripa Foods Services Pvt.Ltd","156-Milienium Business Park, MIDC, Sector-2 Mahape , Navi Mumbai-400710 Navi Mumbai",14/12/2018,13/12/2023,99
705,Odisha,Angul,4 Star,With Alcohol,HOTEL SHAKTI CONTINENTAL,"6TH LANE, AMALAPADA, HANUMAN BAZAR, ANGUL, ODISHA - 759122",15/03/2022,14/03/2027,84
706,Odisha,Bhubaneswar*,4 Star,With Alcohol,Empires,"5 B, Saheed Nagar, Bhubaneswar.",26/09/2020,25/09/2025,58
707,Odisha,Bhubaneswar*,4 Star,With Alcohol,Pal Heights,"Pal Heights,pl:J7, Jayadev Vihar, Bhubaneswar:751013,Odisha ",29/11/2018,28/11/2023,74
708,Odisha,Bhubaneswar*,4 Star,With Alcohol,The New Marrion,6 Janpath,5/3/2019,4/3/2024,53
709,Punjab,Ludhiana,4 Star,With Alcohol,THE PALM COURT ,"(A UNIT OF KHANNA INFRA BUILD PVT. LTD.) 20001 A SUKHDEV NAGAR, FEROZEPUR ROAD, ",14/12/2021,13/12/2026,41
710,Rajasthan,Sawai Madhopur,4 Star,With Alcohol,Sawai Vilas (A unit of The footprints ranthambhore),"Sawai Vilas,Khasra Number 4581,4582,4587,4589,Village Khilchipur,tehsil Sawai Madhopur-322001,Rajasthan",11/1/2023,10/1/2028,60
711,Tamil Nadu,chennai,4 Star,With Alcohol,Hotel Courtyard By Marriott,"564,Anna Salai,Teynampet,Chennai-600018 chennai",26/05/2022,25/05/2027,242
712,Tamil Nadu,Chennai*,4 Star,With Alcohol,EHOTEl,"49&50 Whites Road, Royapettah",8/4/2021,7/4/2026,44
713,Tamil Nadu,Chennai*,4 Star,With Alcohol,Gokulam Park Sabari,"33, IT Expressway, Rajiv Gandhi Salai (OMR), Navalur",11/9/2018,10/9/2023,85
714,Tamil Nadu,Chennai*,4 Star,With Alcohol,MERCURE CHENNAI SRIPERUMBUDUR,"CP-8, SIPCOT Inductrial Park, Oragadam, Sriperumbudur, Chennai-602105, Tamil Nadu",8/3/2020,7/3/2025,93
715,Tamil Nadu,Chennai*,4 Star,With Alcohol,Novotel Chennai Chamiers Road,"No.11, Chamiers Road, Nandanam, Chennai",15/06/2021,14/06/2026,110
716,Tamil Nadu,Chennai*,4 Star,With Alcohol,"The Raintree, Anna Salai (A Unit of Ceebros Hotels Pvt. Ltd.)","No: 636, Anna Salai, Teynampet, Chennai - 600035.",7/12/2022,6/12/2027,230
717,Tamil Nadu,Kancheepuram,4 Star,With Alcohol,REGENTA CENTRAL RS,"No. 13-1A, The Marina Mall, OMR Road, Near Navalur Tollgate, Egattur, Chengelpet-603103",7/1/2022,6/1/2027,120
718,Tamil Nadu,Madurai,4 Star,With Alcohol,COURTYARD BY MARRIOTT,"(A Unit of 'Sangu Chakra Hotels Pvt. Ltd), No.168,Alagar Kovil Road, Next to Circuit House",7/12/2022,6/12/2027,82
719,Tamil Nadu,Salem,4 Star,With Alcohol,RADISSON SALEM (A unit of VETRIVEL EXPLOSIVES PRIVATE LIMITED-HOTEL DIVISION),"176, KENNEDY NAGAR, SALEM-636 005 Salem",12/7/2018,11/7/2023,127
720,Tamil Nadu,Trichy,4 Star,With Alcohol,SRM HOTEL Pv Ltd ,"Race Course Road , Khajamalai, Trichy ",19/02/2019,18/02/2024,110
721,Telangana,Gachibowli,4 Star,With Alcohol,Duet India Hotels (Hyderabad) Private Limited,Road No. 2 | Financial District | Gachibowli Hyderabad | Telangana 500032 | India T +914045416699 Gachibowli,7/12/2022,6/12/2027,232
722,Telangana,HYDERABAD,4 Star,With Alcohol,Mercure Hyderabad KCP,"6-3-551, Banjara Hills Main Rd, Somajiguda, Hyderabad, Telangana 500082 HYDERABAD",31/12/2021,30/12/2026,128
723,Telangana,Hyderabad,4 Star,With Alcohol,Sitara,"Hotel Sitara, Ramojii Film City, Anajpur, RR District - 501512",15/07/2022,14/07/2027,171
724,Telangana,Hyderabad,4 Star,With Alcohol,The Golkonda Hotel,"The Golkonda Hyderabad Banjara Hills, Masab Tank, Hyderabad â€“ 500 028 Telangana, India Email : infothegolkondahotel.com Telephone : 91-40-66110101 Fax : 91-40-66110102 Toll Free : 1800 425 0202 Delhi Sales Office : 9133330344 Email : delhithegolkondahotel.com",1/4/2022,31/03/2027,141
725,Uttar Pradesh,Lucknow*,4 Star,With Alcohol,Fairfield By Marriott Hotel,"Gemini Continental Pvt. Ltd. (Unit 2), Vibhuti Khand, Gomti Nagar, Opp Indira Gandhi Pratishthan, Lucknow, Uttar Pradesh",15/10/2018,14/10/2023,222
726,Uttar Pradesh,Lucknow*,4 Star,With Alcohol,FAIRFIELD BY MARRIOTT LUCKNOW,"FAIRFIELD BY MARRIOTT LUCKNOW OPP. INDIRA GANDHI PRATISTHAN, VIBHUTI KHAND, GOMTI NAGAR",15/10/2018,14/10/2023,222
727,Uttar Pradesh,Noida,4 Star,With Alcohol,"FORTUNE INN GRAZIA, unit of ANGEL BABY PRODUCTS PVT. LTD.","Plot No. 1A, Block I, Sector 27, Noida - 201301, Uttar Pradesh, India, NOIDA, Uttar Pradesh - 201301, India",7/1/2022,6/1/2027,42
728,Uttar Pradesh,Shahjahanpur,4 Star,With Alcohol,THE GRAND ARC HOTEL (UNIT OF SHRI BALAJI HOSPITALITY),"SH-29 , NAVADA INDERPUR , SHAHJAHANPUR , UTTAR PRADESH 242226",14/12/2021,13/12/2026,61
729,Uttarakhand,Ramnagar,4 Star,With Alcohol,Aahana The Corbett Wilderness (Unit of Corbett Nature Reserve),"Village Sawaldey West , Ramnagar , Nainital , Uttrakhand-244715 ",30/03/2022,29/03/2027,46
730,West Bengal,Baharampur,4 Star,With Alcohol,FAME HOTELS PVT LTD,"24A7 KAILKA PUR ROAD, SHILPO TALUK,",22/09/2021,21/09/2026,52
731,West Bengal,Kolkata,4 Star,With Alcohol,AAURIS-UNIT OF MODERN INNS PRIVATE LIMITED,"4 ROBINSON STREET, KOLKATA 700017",9/9/2022,8/9/2027,56
732,West Bengal,Kolkata,4 Star,With Alcohol,ALTAIR(A UNIT OF AMBUJA REALTY DEVELOPMENT LTD),"ECOCENTRE, GROUND FLOOR LOBBY, 19TH, 20TH AND 21ST FLOOR, EM-4, EM BLOCK, SECTOR-V, SALT LAKE",25/04/2019,24/04/2024,23
733,West Bengal,Kolkata,4 Star,With Alcohol,Hotel Monotel,"DM-2, Sector-V, Salt Lake, Beside Gate No. 4 of Wipro ",30/12/2019,29/12/2024,109
734,West Bengal,Kolkata,4 Star,With Alcohol,HOTEL O2 OXYGEN,641 MONDALGANTHI RAMAKRISHNAPALLY VIP ROAD KAIKHALI KOPLKATA 700052,18/02/2020,17/02/2025,109
735,West Bengal,Kolkata,4 Star,With Alcohol,HOTEL O2 OXYGEN,"641 MONDOL GANTHI RAMAKRISHNAPALLY , VIP ROAD , KAIKHALI, KOLKATA 700 052",18/02/2020,17/02/2025,109
736,West Bengal,Kolkata,4 Star,With Alcohol,New Kenilworth Hotel Pvt. Ltd.,"1&2, Little Russel Street",29/01/2021,28/01/2026,101
737,West Bengal,Kolkata,4 Star,With Alcohol,"THE ASTOR, KOLKATA","15, SHAKESPEARE SARANI, ",25/07/2022,24/07/2027,33
738,West Bengal,Kolkata,4 Star,With Alcohol,THE SONNET,"BLOCK DD, PLOT NO-8, SECTOR-1, SALT LAKE, KOLKATA - 700 064.",2/9/2019,1/9/2024,64
739,West Bengal,Purulia,4 Star,With Alcohol,HOTEL AKASH SAROVAR,"East Lake Road, Near Surya Mandir, Purulia",17/09/2020,16/09/2025,34
740,Andaman And Nicobar,Port Blair*,4 Star,Without Alcohol,HOTEL AQUAGREEN A UNIT OF SOUTHERNS HOLDINGS AND INVESTMENTS CHENNAI PRIVATE LIMITED,"KEYS SELECT HOTEL AQUAGREEN,OPPOSITE TO AIRPORT EXIT GATE, LAMBA LINE,JUNGLI GHAT. Port Blair*",18/09/2018,17/09/2023,48
741,Andhra Pradesh,Visakhapatnam,4 Star,Without Alcohol,PALM BEACH HOTEL,D-NO- 6-24-3 BEACH ROAD VISHAKAPATNAM,7/12/2022,6/12/2027,74
742,Chhattisgarh,Raipur*,4 Star,Without Alcohol,Ariena - The Boutique Hotel,"608-3, Opp Oswal Petrol Pump, VIP Square, ",22/12/2020,21/12/2025,50
743,Chhattisgarh,Raipur*,4 Star,Without Alcohol,HOtel Vennington Court,"Fafadih Chowk, Beside RAheja Tower, Raipur",29/11/2018,28/11/2023,57
744,Delhi,Delhi,4 Star,Without Alcohol,Svelte Hotel And Personal Suites,"A-3, District Center, Select Citywalk, Saket",23/07/2019,22/07/2024,97
745,Delhi,New Delhi,4 Star,Without Alcohol,Crowne Plaza New Delhi Rohini,CROWNE PLAZA NEW DELHI ROHINI TWIN DISTRICT CENTRE SECTOR-10 ROHINI NEW DELHI-110085,8/3/2020,7/3/2025,183
746,Gujarat,Ahmedabad,4 Star,Without Alcohol,BINORI HOTEL PVT LTD,"22.1.B. NEAR MUKTIDHAM,THALTEJ CROSS ROAD,S.G.HIGHWAY,AHMADABAD",22/09/2021,21/09/2026,69
747,Gujarat,Ahmedabad,4 Star,Without Alcohol,Gulmohar Greens - Golf Country Club Limited,"Gulmohar Greens - Golf & Country Club Limited - next to ""Gokul-Vrindavan"", off Sarkhej - Sanand Highway, Village: Kolat, Taluka: Sanand, District: Ahmedabad",9/9/2022,8/9/2027,54
748,Gujarat,Ahmedabad,4 Star,Without Alcohol,hotel kristar llp,plot no 233 opp sunvilla zydus hebadpur crossing thaltej ahmedabad gujarat india ,7/12/2022,6/12/2027,20
749,Gujarat,Ahmedabad,4 Star,Without Alcohol,HOTEL RAMADA UNIT OF HOTEL SANKALP RECREATION PVT. LTD ,"SURVEY NO.948,CORPORATE ROAD,PRAHLADNAGAR,OFF S.G HIGHWAY,AHMEDABAD-380015 ",6/7/2020,5/7/2025,90
750,Gujarat,Ahmedabad,4 Star,Without Alcohol,HOTEL SILVER CLOUD,"HOTEL SILVER CLOUD, FP NO 726 & 727, OPP. GANDHI ASHRAM AND DANDI BRIDGE, WADAJ, AHMEDABAD",9/9/2022,8/9/2027,73
751,Gujarat,Ahmedabad,4 Star,Without Alcohol,The Metropole Hotel,R.T.O. Circle. Subhash Bridge. Ahmedabad.,30/03/2020,29/03/2025,70
752,Gujarat,Anjar,4 Star,Without Alcohol,"The Fern Royal Farm Resort, Unit of Real Lifespace LLP","Plot No.66, Royal Riviera Farm, Survey No.258, Anjar Bhuj Highway, Opp. Shreeji Petrol Pump",15/06/2021,14/06/2026,38
753,Gujarat,Dwarka,4 Star,Without Alcohol,"Lemon Tree Premier, Dwarka","""Varun Enterprise"" Nageshwar Rd, near Iskon Gate, Dwarka, Gujarat 361335",7/1/2022,6/1/2027,109
